uid,project_name,risk_score,archetype_id,archetype_label
618630,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II,95.4720225961342,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618517,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,95.23102716346902,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618942,Balance work of 2L PS from Km 30.800 to Km 70.800 and 2L with Rigid Carriageway from Km 70.800 to km 84.120 of Khanapur- KA/GOA Border section of NH-4A,95.18659706920003,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618702,4L of Addahole Near Gundya to Bantwal Cross section Pkg-02 from Design Km 270.270 to Design km 318.55 including flyover at Kalladka Town including approaches from Km. 311.57 to Km. 313.67 of NH-75 Old NH-48,95.1472365012533,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618545,"4L of Km.165.092 to Km.171.855 North Bound and from Km.166.895 to Km.173.638 South Bound, excl. certain reaches of North Bound and South Bound of Ramban to Banihal Pkg-III of Old NH-1A New NH-44",94.89320956698552,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618588,4L Mitigation Measure structures on CH/MH Border to Wainganga Bridge Section of NH-6 New NH-53,94.28277928410256,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618711,6L with access control provision Saharanpur bypass to Ganeshpur section from 13.89 Km to 41.820 Km of Delhi- Dehradun Economic Corridor package-2,94.2634265199921,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
619101,4L Shahpur to Muktainagar from Km. 186.000 to km 216.278 of NH 753L Pkg II of Boregaon Buzurg to Muktainagar,94.235715685098,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
619093,4L Ismailabad to Ambala Section of NH-152 Lot-4/Package-1,93.70082932248572,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618717,6L Access Controlled Greenfield Highway from Vanavolu Ch. 24300 to Vankarakunta Ch. 45700 of [NH-544G] Package-2,93.66083474782914,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618898,Balance Works for Four laning of Vikravandi to Sethiyathope section from Km 0.0 to Km 65.96 of NH-45C in Tamil Nadu under NHDP Phase-IV on EPC mode,91.45018540692482,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618612,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,91.28326578132298,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618838,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring Road Pkg-II,88.86060361903095,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
400081,"National Sports University [NSU], Imphal [Manipur]",88.7112044882538,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618684,Outer Ring Road of Jabalpur Town from Manegaon to NH-45 Pkg-2,88.39486390079709,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618713,6L Access Controlled Greenfield Highway from Yerragudipadu Ch. 129000 to Audireddipalle Ch. 160000 of [NH 544G] Package-6,85.70815509061977,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618590,Durg-Raipur-Arang Package - 2 from km. 44.50 to km. 92.23 near Khatti Village to near Aurang,83.33737164945303,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618591,"Construction of 6-lane flyover at Ainthapali junction and a 2-lane ROB LHS on NH-53 Earlier NH-6 in Sambalpur, on EPC mode in Odisha under NHO",79.56759814092041,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618754,Upgradation of 2L/4L with Paved Shoulder of Shirwal-Lonand Section from KM 159900 To KM 188025 of NH-965DD Section I and 2L With Paved Shoulder of Lonand-Satara Section from KM 51500 To KM 96246 Of NH-965D Section II in Satara District in the State of Maharashtra on EPC Mode under NHO-,78.84508931853075,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
705493,Hubli-Ankola 167 km,77.45876245885594,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618891,4L PS from Kalar Bala Village to Nauni Chowk of NH 205 from Km 41.000 to Km 58.450,77.19279119376823,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618628,Strengthening of Existing Alignment of Pandharpur Town Part Bypassed Section of NH 965 from KM 36.230 to KM 44.230 from Chh. Shivaji Maharaj Chowk to Wakhari,77.02417501620864,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618697,4LPS Access Controlled Highway of Bellary Bypass Balance work from Ch. 254750 to Ch. 266837 and construction of 4LPS from Ch. 277.690 to Ch. 278.690 at D. Hirehal Village Balance work of NH 150A of Bellary Byrapura Section,71.46370366070065,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618585,6L of Gonde Km. 439.038 to Pimpri Sado Km. 459.905 section of NH-848 Old NH-3,70.10308491698561,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618668,4L of Chowka to Kaimaha near MP/UP Border section NH-34 from D. Ch. 145.000 to D. Ch. 197.266 excluding existing Chhatarpur bypass from D. Ch. 160.307 to D. Ch. 168.630 Package-4,67.78287485168435,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618561,Improving the Alignment of Thoppur Ghat Section from Km 158.500 to Km 165.100 in Dharmapuri - Salem Section of NH-44,61.46718477105282,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
705761,Shimoga-Shikaripura-Ranebennur 103 km umbrella work PB23/2018-19/NR,53.2000613531669,1,Cost already revised upward (%) + Original planned duration (months) + Financial progress (spend as % of sanctioned cost)
618902,Maheshkunt-Saharsa-Purnea Pkg I km 0.00 to km. 90.00 of NH-107,98.12931858954228,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
619003,Solan - Kaithlighat Section of NH-22 Now NH-5 from Km. 106.139 to Km.129.05,98.03655251763185,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
619152,Bakhtiyarpur Km 153.300 to Mokama Km 197.900,97.9477548193417,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618955,2L PS of Majhauli to Charout section from km. 0.00 to km. 63.655,97.44145878112366,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
619134,6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828 & spur to PR-7 road from Km. 0.000 to Km. 11.157,97.23113351021316,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
619153,4L of HP/Punjab Border - Mo from km. 11.00 to km. 42.00 of Old NH-20 New NH-154 Package-IA,97.15338041288526,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618921,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,97.14823838744236,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618903,Maheshkunt -Saharsa-Purnea Pkg II,97.01357608190052,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618845,Puducherry Km.29.000 to Poondiyankuppam Km.67.000,96.9454752850134,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618953,Umagaon-Saharsa Package-IV Koshi Bridge & approach Road - Bheja-Bakaur,96.63024752374842,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618740,4L Greenfield Alignment of Shivrampur to Ramnagar from Km. 55.002 to Km. 109.300 of NH 119 D Pkg-II,96.53296015370324,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618850,Nerchowk km 190.000 to Pandoh including Pandoh bypass km221.305,96.4776232683988,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618840,Simaria Km. 206.050 to Khagaria Km. 266.282,96.4619265136365,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
618847,Sattanathapuram to Nagapattinam from Km 123.800 to Km 179.555,96.36344942691235,2,Time elapsed vs. planned duration + Financial progress (spend as % of sanctioned cost) + Months already slipped from original completion date
